CarId, Blue1, Yellow1, Green1, Red1, Blue2, Yellow2, Green2, Red2
50 ,  -0.0846319999999996 ,  0.0708000000000002 ,  -0.07838399999999979 ,  -0.07721199999999984 ,  0.10348800000000002 ,  -0.08264399999999972 ,  0.07300400000000007 ,  0.07558000000000042
51 ,  -0.4258840000000004 ,  -0.3848440000000002 ,  -0.40802400000000016 ,  -0.2393000000000005 ,  -0.021820000000000395 ,  0.5035239999999996 ,  0.6687079999999996 ,  0.3076399999999997
52 ,  -0.00409550000000003 ,  0.019240499999999994 ,  0.027976500000000293 ,  0.03565250000000031 ,  -0.017303499999999694 ,  -0.023567499999999963 ,  -0.0240594999999999 ,  -0.013843499999999676
53 ,  -0.1801790000000003 ,  -0.16115100000000027 ,  -0.18990300000000016 ,  -0.19375500000000034 ,  0.1815009999999999 ,  0.1447649999999996 ,  0.18133299999999997 ,  0.21738899999999983
54 ,  -0.020837499999999842 ,  0.019610500000000197 ,  -0.023153499999999827 ,  -0.0153774999999996 ,  0.004018500000000369 ,  0.02027050000000008 ,  0.00042650000000010735 ,  0.015042500000000292
55 ,  -0.05039649999999973 ,  -0.02953249999999974 ,  -0.02167249999999976 ,  -0.024740500000000054 ,  0.01610350000000027 ,  0.0377114999999999 ,  0.036739499999999925 ,  0.03578750000000008
56 ,  0.12534199999999984 ,  0.11528999999999989 ,  0.15224599999999988 ,  0.15312199999999976 ,  -0.14422200000000007 ,  -0.17658600000000035 ,  -0.11509800000000014 ,  -0.11009400000000014
57 ,  0.002842999999999929 ,  -0.017381000000000313 ,  0.0067629999999998525 ,  0.014270999999999923 ,  0.013830999999999705 ,  -0.013368999999999964 ,  -0.004577000000000275 ,  -0.0023810000000001885
58 ,  -0.16827799999999948 ,  -0.15715799999999946 ,  -0.2428619999999997 ,  0.041466000000000225 ,  0.12319000000000058 ,  0.32300600000000035 ,  0.21875800000000023 ,  -0.13812199999999963
59 ,  -0.13110100000000013 ,  -0.058185000000000375 ,  -0.0652210000000002 ,  -0.14045300000000038 ,  0.07861099999999999 ,  0.12197499999999994 ,  0.082287 ,  0.11208699999999983
